ID_edukacije;naziv_edukacije;opis_edukacije;datum_odrzavanja;broj_mjesta;broj_posjetitelja;TIMOVI_ID_tima;MJESTA_ID_mjesta
168;Edukacija: Stand-alone real-time forecast;"Before old unit local get prepare. Friend right only during. Throughout could physical after.
Return tough building cause. Create decide herself nation adult. Process pay clear stay one.";2026-06-11;73;0;235;3
169;Edukacija: Sharable executive approach;Claim item around fly school tonight. Get article decade attention only fire authority loss. Quite center degree interesting ok order. Trade future store truth public road.;2026-06-11;17;0;241;287
170;Edukacija: Synergized tangible throughput;Your note action leader position various available know.;2026-06-03;81;0;455;62
171;Edukacija: Cross-platform intangible flexibility;Pull similar tend common war each claim. Green actually nothing fire. Response kind then move miss large then. Of attorney particularly best specific son tree.;2026-05-20;90;0;76;175
172;Edukacija: Multi-lateral directional portal;"Range out wonder far miss data discussion practice. Major change guess brother there. Successful term white majority.
Establish give think even air. Alone town expert language stage.";2026-05-28;41;0;89;172
173;Edukacija: User-friendly leadingedge Graphic Interface;"Above everyone develop. You sure would suggest book.
Give performance service similar. None member forward take. Serious series whether offer marriage feeling close. Summer list ago.";2026-06-06;22;0;81;45
174;Edukacija: Mandatory exuding installation;Up management garden whole run. Itself significant local according hour bag imagine get. Car Democrat hour school start.;2026-06-05;93;0;373;395
175;Edukacija: De-engineered motivating success;"Sure also measure arrive cold offer. Job piece charge should plan here garden late.
Western population blood question government partner. Approach develop feeling get word store.";2026-06-03;81;0;425;16
176;Edukacija: Advanced incremental circuit;Human most collection parent agreement exactly. Necessary service company study away hour institution. Across part happen loss real.;2026-05-17;80;0;497;84
177;Edukacija: Future-proofed intangible ability;"Crime effect reduce maintain bag stay the performance.
Garden artist another for. Soon idea body.
Concern three buy. Name fast girl management organization TV decade. Human local else glass.";2026-06-13;31;0;208;248
178;Edukacija: Enterprise-wide systemic Local Area Network;"Reality lawyer provide cut if. Somebody modern happen.
Course challenge agent western which. Lose decide movie about job stay. State church middle shake great loss test.";2026-06-09;83;0;498;300
179;Edukacija: Self-enabling fault-tolerant concept;"Sell laugh throughout. Somebody plant day today. Policy could where because fall quality.
Station shoulder page condition.";2026-06-07;17;0;315;210
180;Edukacija: Down-sized hybrid architecture;Activity north once play usually. Record central side lay economy something. Difficult expert hot religious need. Drive beyond sure agency quite enter.;2026-06-09;95;0;208;211
181;Edukacija: Intuitive bifurcated circuit;"Suggest short court poor opportunity admit write. Situation stop table bit describe.
Religious health concern especially market. Despite ahead weight human memory color career.";2026-05-25;12;0;76;278
182;Edukacija: Innovative executive encoding;Recognize rather hard attention perhaps fly. Mean south teacher avoid need there traditional. Easy both increase throughout such artist air yourself.;2026-05-22;65;0;185;467
183;Edukacija: Organized full-range model;"Call decade lawyer conference growth movie. Must he him popular save whether.
Break under effect arm both church. Somebody before final who.
Stock be lose rule. Couple grow pay wind herself air gas.";2026-05-30;36;0;282;111
184;Edukacija: Inverse 24hour info-mediaries;"Forget piece nature suddenly. Its reach other because word rise.
It themselves close. Site short song party.";2026-05-27;83;0;332;185
185;Edukacija: Virtual directional Graphic Interface;Watch support market service suggest card reason. Give become blood board say letter in. Who way natural piece figure always water. Camera hospital carry effect Mrs.;2026-05-23;68;0;33;210
186;Edukacija: Secured responsive help-desk;"Baby professor especially when along. Suddenly including most then myself never book.
Answer right sea. How three executive generation issue walk whom factor. Again art ever item such party.";2026-06-10;49;0;207;389
187;Edukacija: Intuitive 3rdgeneration time-frame;Dinner three news method thus reality save parent. Inside four through economic. Despite others place skill final.;2026-05-25;95;0;272;69
188;Edukacija: Progressive zero administration benchmark;"Girl they car ten plan myself. Live various development home. Finish election race middle.
Off professional rather painting. Analysis seven type eye know.";2026-05-29;23;0;394;368
189;Edukacija: Visionary disintermediate conglomeration;"Plant property ago me pattern. Blood end modern several. Something imagine view method top manage.
Agreement religious case measure. Research security interview number down various.";2026-06-06;10;0;425;8
190;Edukacija: Optional dynamic benchmark;"Hard summer second then enter move sometimes. Spring then two myself.
Statement those whole positive into happen. Style skill reduce especially effect price country fire.";2026-06-10;34;0;350;382
191;Edukacija: Public-key 5thgeneration methodology;Mouth attack growth us use prevent within. Listen room area friend already above however less. It her food six writer son property.;2026-05-23;70;0;5;426
192;Edukacija: Focused bottom-line neural-net;"Ball model few like pay beat music. Sort keep long friend role.
Brother detail find radio stock level land. Year big sea practice give child.";2026-06-08;85;0;432;11
193;Edukacija: Realigned disintermediate complexity;Leg agent positive sit condition walk for. Really identify magazine suffer unit stand imagine keep. Though return suddenly major size effort never. Live city goal.;2026-05-27;67;0;24;416
194;Edukacija: Digitized empowering conglomeration;"Available when thing against coach model green. Yard often program between. Throughout small the.
Appear trade human that surface fast record. Though TV suffer attention participant hair gas.";2026-05-28;41;0;250;267
195;Edukacija: Stand-alone fault-tolerant emulation;Specific deep imagine big remember spend. Prepare lose create ground think during popular. Air evidence alone parent behind responsibility.;2026-05-26;17;0;271;324
196;Edukacija: Vision-oriented systematic ability;"Ability theory control. Effort light life. Job particularly each beat.
Grow whose style rather hospital seat executive. Whose remain we about.";2026-06-09;75;0;385;376
197;Edukacija: Quality-focused tangible website;Skin away only outside east. Across head team after answer act imagine everyone. Various for his physical court difference I.;2026-06-03;63;0;471;366
198;Edukacija: Seamless radical moderator;Glass world impact every factor word. Game service court your against where least. Officer against use article well do figure.;2026-05-18;100;0;392;223
199;Edukacija: Self-enabling logistical focus group;"Dream until reason then it low. Police would city him baby mean. Together watch must chance value.
Job future perhaps good claim but fact.";2026-05-22;84;0;116;85
200;Edukacija: Seamless bifurcated strategy;Top knowledge perhaps travel team across kind. Few culture this magazine. Relate main which four money.;2026-05-30;14;0;256;410
201;Edukacija: Re-engineered eco-centric approach;"Face something knowledge cell.
Health present management development crime. View special exactly our.
Like his tend sister on while. Head data series continue but window available society.";2026-06-10;100;0;18;293
202;Edukacija: Switchable tangible methodology;"Whose southern own material. Determine themselves here office yard.
Agency rate establish reveal meeting on. Page west voice room good investment admit.";2026-06-02;75;0;121;140
